Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,Date,Adjusted USD,Log Price
Asus ZenFone 3 Max (ZC553KL),Asus,ZenFone 3 Max (ZC553KL),4100,5.5,Yes,1080,1920,8,2000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,8599,$200 ,16-Nov,257.6,5.551407994
Lenovo P2,Lenovo,P2,5100,5.5,Yes,1080,1920,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,16999,$250 ,16-Nov,322,5.774551546
Coolpad Mega 3,Coolpad,Mega 3,3050,5.5,Yes,720,1080,4,2000,16,8,8,Android,Yes,Yes,No,3,Yes,Yes,4590,$100 ,16-Nov,128.8,4.858260814
Lyf Water 9,Lyf,Water 9,2800,5.5,Yes,1080,1920,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5550,$150 ,16-Nov,193.2,5.263725922
Lava X50+,Lava,X50+,2800,5.5,Yes,720,1280,4,2000,32,8,5,Android,Yes,Yes,No,2,No,Yes,4999,$140 ,16-Nov,180.32,5.19473305
Meizu Pro 6 Plus,Meizu,Pro 6 Plus,3400,5.7,Yes,1440,2560,8,4000,64,12,5,Android,Yes,Yes,Yes,2,No,Yes,27600,$435 ,16-Nov,560.28,6.328436659
Panasonic Eluga Mark 2,Panasonic,Eluga Mark 2,3000,5.5,Yes,720,1280,8,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,13990,$150 ,16-Nov,193.2,5.263725922
HTC 10 evo,HTC,10 evo,3200,5.5,Yes,1440,2560,8,3000,32,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,11100,$480 ,16-Nov,618.24,6.426876732
Lyf Wind 7i,Lyf,Wind 7i,2250,5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5099,$80 ,16-Nov,103.04,4.635117262
Panasonic P71,Panasonic,P71,2000,5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,No,Yes,6998,$110 ,16-Nov,141.68,4.953570993
Zopo Color F2,Zopo,Color F2,2300,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4598,$120 ,16-Nov,154.56,5.04058237
Motorola Moto M,Motorola,Moto M,3050,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,7499,$250 ,16-Nov,322,5.774551546
Lyf F8,Lyf,F8,2000,4.5,Yes,480,854,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,3499,$70 ,16-Nov,90.16,4.50158587
Huawei Mate 9,Huawei,Mate 9,4000,5.9,Yes,1080,1920,8,4000,64,20,8,Android,Yes,Yes,Yes,2,Yes,Yes,53983,$600 ,16-Nov,772.8,6.650020283
Intex Aqua Power M,Intex,Aqua Power M,4350,5,Yes,720,1280,4,1000,8,0,0,Android,Yes,Yes,Yes,2,No,No,3499,$90 ,16-Nov,115.92,4.752900298
Lenovo Phab 2 Pro,Lenovo,Phab 2 Pro,4050,6.4,Yes,1440,2560,8,4000,64,16,8,Android,Yes,Yes,Yes,1,Yes,Yes,22999,$499 ,16-Nov,642.712,6.465696723
Samsung Galaxy C9 Pro,Samsung,Galaxy C9 Pro,4000,6,Yes,1080,1920,8,6000,64,16,16,Android,Yes,Yes,Yes,2,No,Yes,16999,$470 ,16-Oct,605.36,6.405823322
Google Pixel XL,Google,Pixel XL,3450,5.5,Yes,1440,2560,4,4000,32,12.3,8,Android,Yes,Yes,Yes,1,Yes,Yes,30990,$769 ,16-Oct,990.472,6.898181597
Nubia Z11 mini S,Nubia,Z11 mini S,3000,5.2,Yes,1080,1920,8,4000,64,23,13,Android,Yes,Yes,Yes,2,Yes,Yes,16999,$220 ,16-Oct,283.36,5.646718174
LG V20,LG,V20,3200,5.7,Yes,1440,2560,4,4000,64,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,26999,$799 ,16-Oct,1029.112,6.936451573
Sony Xperia XZ,Sony,Xperia XZ,2900,5.2,Yes,1080,1920,4,3000,64,23,13,Android,Yes,Yes,Yes,2,Yes,Yes,11999,$700 ,16-Oct,901.6,6.804170963
Lyf F1,Lyf,F1,3200,5.5,Yes,1080,1920,8,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,6499,$200 ,16-Oct,257.6,5.551407994
InFocus Epic 1,InFocus,Epic 1,3000,5.5,Yes,1080,1920,10,3000,32,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,10999,$190 ,16-Oct,244.72,5.5001147
Honor 6X,Honor,6X,3340,5.5,Yes,1080,1920,8,3000,32,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,13999,$150 ,16-Oct,193.2,5.263725922
Zen Cinemax 2+,Zen,Cinemax 2+,2900,5.5,Yes,480,854,4,1000,8,5,3.2,Android,Yes,Yes,Yes,2,Yes,No,3739,$60 ,16-Oct,77.28,4.34743519
Swipe Elite 2 Plus,Swipe,Elite 2 Plus,2500,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$60 ,16-Oct,77.28,4.34743519
Samsung Galaxy On Nxt,Samsung,Galaxy On Nxt,3300,5.5,Yes,1080,1920,8,3000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,11200,$275 ,16-Oct,354.2,5.869861725
Xolo Era 2,Xolo,Era 2,2350,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,No,No,4099,$65 ,16-Oct,83.72,4.427477898
Zopo Color F5,Zopo,Color F5,2100,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4289,$120 ,16-Oct,154.56,5.04058237
Intex Cloud S9,Intex,Cloud S9,3650,5.5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6772,$95 ,16-Oct,122.36,4.806967519
Intex Aqua Q8,Intex,Aqua Q8,1650,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,2699,$55 ,16-Oct,70.84,4.260423813
Intex Aqua Craze II,Intex,Aqua Craze II,2500,5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5429,$70 ,16-Oct,90.16,4.50158587
Intex Aqua 5.5 VR,Intex,Aqua 5.5 VR,2800,5.5,Yes,720,1280,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5849,$85 ,16-Oct,109.48,4.695741884
Intex Aqua S2,Intex,Aqua S2,2450,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,No,3999,$65 ,16-Oct,83.72,4.427477898
Honor 8 Smart,Honor,8 Smart,3000,5.2,Yes,1080,1920,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,Yes,16699,$300 ,16-Oct,386.4,5.956873102
Honor Holly 3,Honor,Holly 3,3100,5.5,Yes,720,1280,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,5999,$155 ,16-Oct,199.64,5.296515745
BlackBerry DTEK60,BlackBerry,DTEK60,3000,5.5,Yes,1440,2560,4,4000,32,21,8,Android,Yes,Yes,Yes,1,Yes,Yes,16999,$500 ,16-Oct,644,6.467698726
Xiaomi Mi Max Prime,Xiaomi,Mi Max Prime,4850,6.44,Yes,1080,1920,6,4000,128,16,5,Android,Yes,Yes,Yes,2,Yes,Yes,19999,$300 ,16-Oct,386.4,5.956873102
Lyf Wind 4S,Lyf,Wind 4S,4000,5,Yes,720,1820,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6498,$90 ,16-Oct,115.92,4.752900298
Lyf Flame 7s,Lyf,Flame 7s,1800,4,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,No,Yes,3579,$50 ,16-Oct,64.4,4.165113633
Zen Cinemax Force,Zen,Cinemax Force,2900,5.5,Yes,854,480,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999,$80 ,16-Oct,103.04,4.635117262
Intex Aqua Strong 5.2,Intex,Aqua Strong 5.2,2800,5,Yes,480,854,4,2000,16,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,5949,$70 ,16-Oct,90.16,4.50158587
Vivo Y55L,Vivo,Y55L,2730,5.2,Yes,1280,720,8,2000,16,8,5,Android,Yes,Yes,Yes,1,No,No,10450,$180 ,16-Oct,231.84,5.446047479
Google Pixel,Google,Pixel,2770,5,Yes,1080,1920,4,4000,32,12.3,8,Android,Yes,Yes,Yes,1,Yes,Yes,22299,$650 ,16-Oct,837.2,6.730062991
Karbonn Titanium 3-D Plex,Karbonn,Titanium 3-D Plex,2300,5,Yes,480,854,1,512,4,3.2,0.3,Android,Yes,Yes,Yes,2,Yes,No,3999,$70 ,16-Oct,90.16,4.50158587
Intex Aqua Pro 4G,Intex,Aqua Pro 4G,2000,4.5,Yes,480,854,1,1000,8,5,2,Android,No,Yes,Yes,2,No,No,4532,$65 ,16-Oct,83.72,4.427477898
Gionee P7 Max,Gionee,P7 Max,3100,5.5,Yes,720,1080,8,3000,32,13,5,Android,Yes,Yes,Yes,2,No,No,5999,$210 ,16-Oct,270.48,5.600198158
Intex Aqua Eco 4G,Intex,Aqua Eco 4G,1400,4,No,480,800,4,512,4,2,0.3,Android,Yes,Yes,Yes,1,Yes,Yes,3990,$60 ,16-Oct,77.28,4.34743519
Apple iPhone 7 Plus,Apple,iPhone 7 Plus,2900,5.5,Yes,1080,1920,4,3000,32,12,7,iOS,Yes,Yes,Yes,1,Yes,Yes,34999,$769 ,16-Sep,990.472,6.898181597
Apple iPhone 7,Apple,iPhone 7,1960,4.7,Yes,750,1334,4,2000,32,12,7,iOS,Yes,Yes,Yes,1,Yes,Yes,27999,$649 ,16-Sep,835.912,6.728523344
Lenovo Z2 Plus,Lenovo,Z2 Plus,3500,5,Yes,1080,1920,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,11499,$300 ,16-Sep,386.4,5.956873102
Samsung Galaxy J7 Prime,Samsung,Galaxy J7 Prime,3300,5.5,Yes,1080,1920,8,3000,16,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,15995,$285 ,16-Sep,367.08,5.905579808
Intex Aqua S7,Intex,Aqua S7,3200,5,Yes,720,1280,1,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,5499,$150 ,16-Sep,193.2,5.263725922
Coolpad Note 5,Coolpad,Note 5,4010,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,12050,$165 ,16-Sep,212.52,5.359036102
Lava A97,Lava,A97,2350,5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,5500,$80 ,16-Sep,103.04,4.635117262
Samsung Galaxy On8,Samsung,Galaxy On8,3300,5.5,Yes,1080,1920,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,7999,$240 ,16-Sep,309.12,5.733729551
Micromax Canvas 5 Lite,Micromax,Canvas 5 Lite,2000,5,Yes,720,1280,4,2000,16,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,4299,$75 ,16-Sep,96.6,4.570578741
Panasonic P77,Panasonic,P77,2000,5,Yes,720,1280,4,1000,8,8,2,Android,Yes,Yes,Yes,2,No,Yes,6990,$100 ,16-Sep,128.8,4.858260814
Lava A56,Lava,A56,1850,5,Yes,480,854,2,512,4,5,0.3,Android,Yes,Yes,No,2,No,No,2299,$60 ,16-Sep,77.28,4.34743519
Lava X28,Lava,X28,2600,5.5,Yes,720,1280,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,6400,$110 ,16-Sep,141.68,4.953570993
Micromax Bolt Q326+,Micromax,Bolt Q326+,1400,4,Yes,480,800,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,No,3195,$50 ,16-Sep,64.4,4.165113633
HTC Desire 10 Lifestyle,HTC,Desire 10 Lifestyle,2700,5.5,Yes,720,1280,4,2000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,16000,$250 ,16-Sep,322,5.774551546
Samsung Galaxy J5 Prime,Samsung,Galaxy J5 Prime,2400,5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,12499,$220 ,16-Sep,283.36,5.646718174
Videocon Cube 3,Videocon,Cube 3,3000,5,Yes,720,1280,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8250,$120 ,16-Sep,154.56,5.04058237
Zopo Color F1,Zopo,Color F1,2300,5.5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,No,4333,$110 ,16-Sep,141.68,4.953570993
Lenovo A7700,Lenovo,A7700,2900,5.5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,6990,$150 ,16-Sep,193.2,5.263725922
Lenovo A6600 Plus,Lenovo,A6600 Plus,2300,5,Yes,720,1280,4,2000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,7300,$120 ,16-Sep,154.56,5.04058237
Lenovo A6600,Lenovo,A6600,2300,5,Yes,720,1280,4,1000,16,8,2,Android,Yes,Yes,Yes,2,Yes,Yes,7450,$110 ,16-Sep,141.68,4.953570993
Zen Admire Star,Zen,Admire Star,2000,4.5,Yes,480,854,4,512,8,5,1.3,Android,Yes,Yes,Yes,2,Yes,No,2799,$60 ,16-Sep,77.28,4.34743519
Samsung Galaxy Folder 2,Samsung,Galaxy Folder 2,1950,3.8,No,480,800,4,2000,16,8,5,Android,Yes,Yes,Yes,1,No,Yes,16990,$285 ,16-Sep,367.08,5.905579808
Xolo Era 1X,Xolo,Era 1X,2500,5,Yes,1280,720,4,1000,8,8,5,Android,Yes,Yes,Yes,2,Yes,Yes,5149,$80 ,16-Sep,103.04,4.635117262
Intex Aqua Costa,Intex,Aqua Costa,2200,5,Yes,480,854,4,2000,8,5,2,Android,Yes,Yes,Yes,2,Yes,No,2999,$70 ,16-Sep,90.16,4.50158587
Intex Aqua Q7N Pro,Intex,Aqua Q7N Pro,2000,4.5,Yes,480,854,4,1000,8,5,0.3,Android,Yes,Yes,Yes,2,Yes,Yes,2700,$60 ,16-Sep,77.28,4.34743519
Lyf Water 10,Lyf,Water 10,2300,5,Yes,720,1280,8,3000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4060,$135 ,16-Sep,173.88,5.158365406
Intex Aqua Viturbo,Intex,Aqua Viturbo,2000,4,No,480,800,4,512,4,5,0.3,Android,Yes,Yes,No,1,No,No,4999,$70 ,16-Sep,90.16,4.50158587
