Name,Brand,Model,Battery capacity (mAh),Screen size (inches),Touchscreen,Resolution x,Resolution y,Processor,RAM (MB),Internal storage (GB),Rear camera,Front camera,Operating system,Wi-Fi,Bluetooth,GPS,Number of SIMs,3G,4G/ LTE,Price,USD,Date,Adjusted USD,Log Price
Itel A44 Pro,Itel,A44 Pro,2400,5.45,Yes,720,1440,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,3890,$90 ,18-Mar,111.96,4.718141665
Itel A44,Itel,A44,2400,5.45,Yes,480,960,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,6600,$80 ,18-Mar,99.52,4.600358629
Lava Z50,Lava,Z50,2000,4.5,Yes,480,854,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4540,$68 ,18-Mar,84.592,4.437839699
LG G7+ ThinQ,LG,G7+ ThinQ,3000,6.1,Yes,1440,3120,8,6000,128,16,8,Android,Yes,Yes,Yes,2,Yes,Yes,37999,$750 ,18-May,933,6.838405201
OnePlus 6,OnePlus,6,3300,6.28,Yes,1080,2280,8,6000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,34999,$529 ,18-May,658.076,6.489320426
Realme 1,Realme,1,3410,6,Yes,1080,2160,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,10299,$135 ,18-May,167.94,5.123606773
Honor 10,Honor,10,3400,5.84,Yes,1080,2280,8,6000,128,16,24,Android,Yes,Yes,Yes,2,Yes,Yes,16990,$415 ,18-May,516.26,6.246610515
Tecno Camon iClick,Tecno,Camon iClick,3750,6,Yes,720,1440,8,4000,64,16,20,Android,Yes,Yes,Yes,2,Yes,Yes,7420,$200 ,18-May,248.8,5.516649361
Samsung Galaxy J6,Samsung,Galaxy J6,3000,5.6,Yes,720,1480,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,9490,$210 ,18-May,261.24,5.565439525
Samsung Galaxy A6+,Samsung,Galaxy A6+,3500,6,Yes,1080,2220,8,4000,64,16,24,Android,Yes,Yes,Yes,1,No,No,15999,$370 ,18-May,460.28,6.131835
Moto G6 Play,Motorola,Moto G6 Play,4000,5.7,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,No,2,No,Yes,8049,$200 ,18-May,248.8,5.516649361
Moto G6,Motorola,Moto G6,3000,5.7,Yes,1080,2160,8,3000,32,12,16,Android,Yes,Yes,No,2,Yes,Yes,10499,$250 ,18-May,311,5.739792912
Honor 7S,Honor,7S,3020,5.45,Yes,720,1440,4,2000,16,13,5,Android,Yes,Yes,Yes,1,No,No,5999,$110 ,18-May,136.84,4.91881236
Coolpad Note 6,Coolpad,Note 6,4070,5.5,Yes,1080,1920,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$130 ,18-May,161.72,5.085866445
Mobiistar XQ Dual,Mobiistar,XQ Dual,3000,5.5,Yes,1080,1920,8,3000,32,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,5199,$120 ,18-May,149.28,5.005823737
Comio X1 Note,Comio,X1 Note,2900,6,Yes,1080,2160,4,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6300,$130 ,18-May,161.72,5.085866445
Nokia 3.1,Nokia,3.1,2990,5.2,Yes,720,1440,8,2000,16,13,8,Android,Yes,Yes,Yes,1,No,No,5994,$160 ,18-May,199.04,5.29350581
Aqua Jazz,Aqua,Jazz,2800,5,Yes,720,1280,4,1000,16,13,5,Android,Yes,Yes,No,1,No,No,4599,$70 ,18-May,87.08,4.466827236
Vivo Y83,Vivo,Y83,3260,6.22,Yes,720,1520,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,10399,$225 ,18-May,279.9,5.634432397
Mobiistar CQ,Mobiistar,CQ,3000,5,Yes,720,1280,4,2000,16,8,13,Android,Yes,Yes,No,2,Yes,Yes,4294,$75 ,18-May,93.3,4.535820108
iVoomi i2,iVoomi,i2,4000,5.45,Yes,720,1440,4,3000,32,13,8,Android,Yes,Yes,Yes,2,No,Yes,4299,$115 ,18-May,143.06,4.963264123
LG Q7+,LG,Q7+,3000,5.5,Yes,1080,2160,8,4000,64,16,5,Android,Yes,Yes,Yes,1,No,No,11849,$400 ,18-May,497.6,6.209796541
LG Q7,LG,Q7,3000,5.5,Yes,1080,2160,8,3000,32,13,8,Android,Yes,Yes,Yes,1,No,No,8875,$350 ,18-May,435.4,6.076265149
Nokia X6,Nokia,X6,3060,5.8,Yes,1080,2280,8,4000,32,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$250 ,18-May,311,5.739792912
Kult Impulse,Kult,Impulse,4000,5.99,Yes,720,1440,4,3000,32,13,13,Android,Yes,Yes,Yes,2,No,No,4378,$150 ,18-May,186.6,5.228967288
Samsung Galaxy J4,Samsung,Galaxy J4,3000,5.5,Yes,720,1280,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,6924,$150 ,18-May,186.6,5.228967288
LG G7 ThinQ,LG,G7 ThinQ,3000,6.1,Yes,1440,3120,8,4000,64,16,8,Android,Yes,Yes,Yes,2,No,No,35999,$750 ,18-May,933,6.838405201
Samsung Galaxy A6,Samsung,Galaxy A6,3000,5.6,Yes,720,1480,8,4000,32,16,16,Android,Yes,Yes,Yes,1,No,No,12999,$350 ,18-May,435.4,6.076265149
OnePlus 6T,OnePlus,6T,3700,6.41,Yes,1080,2340,8,6000,128,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,31999,$549 ,18-Nov,682.956,6.526430436
Realme U1,Realme,U1,3500,6.3,Yes,1080,2340,8,3000,32,13,25,Android,Yes,Yes,Yes,2,Yes,Yes,8999,$170 ,18-Nov,211.48,5.354130431
Honor 10 Lite,Honor,10 Lite,3400,6.21,Yes,1080,2340,8,3000,32,13,24,Android,Yes,Yes,Yes,2,Yes,Yes,7999,$200 ,18-Nov,248.8,5.516649361
Infinix Note 5 Stylus,Infinix,Note 5 Stylus,4000,5.93,Yes,1080,2160,8,4000,64,16,16,Android,Yes,Yes,Yes,1,No,No,15999,$200 ,18-Nov,248.8,5.516649361
Itel A44 Power,Itel,A44 Power,4000,5.45,Yes,480,960,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3990,$70 ,18-Nov,87.08,4.466827236
Vivo Y95,Vivo,Y95,4030,6.22,Yes,720,1520,8,4000,64,13,20,Android,Yes,Yes,Yes,1,No,No,10499,$260 ,18-Nov,323.44,5.779013625
Lava Z81,Lava,Z81,3000,5.7,Yes,720,1440,4,2000,16,13,13,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$140 ,18-Nov,174.16,5.159974417
Vivo Y93,Vivo,Y93,4030,6.2,Yes,720,1580,8,3000,64,13,8,Android,Yes,Yes,Yes,1,No,No,9950,$215 ,18-Nov,267.46,5.588970022
Huawei Mate 20 Pro,Huawei,Mate 20 Pro,4200,6.39,Yes,1440,3120,8,6000,128,40,24,Android,Yes,Yes,Yes,2,Yes,Yes,63990,"$1,000 ",18-Oct,1244,7.126087273
LG V40 ThinQ,LG,V40 ThinQ,3300,6.4,Yes,1440,3120,8,6000,128,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,29999,$900 ,18-Oct,1119.6,7.020726758
Apple iPhone XR,Apple,iPhone XR,2942,6.1,Yes,828,1792,6,3000,64,12,7,iOS,Yes,Yes,Yes,2,Yes,Yes,45499,$749 ,18-Oct,931.756,6.837070978
Google Pixel 3 XL,Google,Pixel 3 XL,3430,6.3,Yes,1440,2960,8,4000,64,12.2,8,Android,Yes,Yes,Yes,1,Yes,Yes,47990,$899 ,18-Oct,1118.356,7.019615029
Google Pixel 3,Google,Pixel 3,2915,5.5,Yes,1080,2160,8,4000,64,12.2,8,Android,Yes,Yes,Yes,1,Yes,Yes,37999,$799 ,18-Oct,993.956,6.90169294
Asus ROG Phone,Asus,ROG Phone,4000,6,Yes,1080,2160,8,8000,128,12,8,Android,Yes,Yes,Yes,2,Yes,Yes,69999,$899 ,18-Oct,1118.356,7.019615029
Samsung Galaxy A9 (2018),Samsung,Galaxy A9 (2018),3800,6.3,Yes,1080,2220,8,6000,128,24,24,Android,Yes,Yes,Yes,2,Yes,Yes,22000,$600 ,18-Oct,746.4,6.61526165
Oppo K1,Oppo,K1,3600,6.41,Yes,1080,2340,8,4000,64,16,25,Android,Yes,Yes,Yes,1,No,No,9990,$230 ,18-Oct,286.12,5.656411303
Nokia 7.1,Nokia,7.1,3060,5.84,Yes,1080,2280,8,4000,64,12,8,Android,Yes,Yes,Yes,2,No,No,11900,$350 ,18-Oct,435.4,6.076265149
Infinix Hot S3X,Infinix,Hot S3X,4000,6.2,Yes,720,1500,8,3000,32,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,10999,$150 ,18-Oct,186.6,5.228967288
Asus ZenFone Lite L1 (ZA551KL),Asus,ZenFone Lite L1 (ZA551KL),3000,5.45,Yes,720,1440,8,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4999,$100 ,18-Oct,124.4,4.82350218
Asus ZenFone Max M1 (ZB556KL),Asus,ZenFone Max M1 (ZB556KL),4000,5.45,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,5999,$125 ,18-Oct,155.5,5.046645732
Lenovo K9,Lenovo,K9,3000,5.7,Yes,720,1440,8,3000,32,13,13,Android,Yes,Yes,No,1,No,No,5899,$120 ,18-Oct,149.28,5.005823737
Nokia 3.1 Plus,Nokia,3.1 Plus,3500,6,Yes,720,1440,8,3000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,6850,$160 ,18-Oct,199.04,5.29350581
Honor 8C,Honor,8C,4000,6.26,Yes,720,1520,8,4000,32,13,8,Android,Yes,Yes,Yes,2,Yes,Yes,7999,$180 ,18-Oct,223.92,5.411288845
Panasonic Eluga X1 Pro,Panasonic,Eluga X1 Pro,3000,6.18,Yes,1080,2246,8,6000,128,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,29999,$300 ,18-Oct,373.2,5.922114469
Coolpad Note 8,Coolpad,Note 8,4000,5.99,Yes,1080,2160,8,4000,64,16,8,Android,Yes,Yes,No,1,No,No,7433,$150 ,18-Oct,186.6,5.228967288
Micromax Bharat 5 Infinity Edition,Micromax,Bharat 5 Infinity Edition,5000,5.45,Yes,720,1440,4,1000,16,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,4699,$80 ,18-Oct,99.52,4.600358629
Micromax Spark Go,Micromax,Spark Go,2000,5,Yes,480,854,4,1000,8,5,2,Android,Yes,Yes,Yes,2,Yes,Yes,3099,$60 ,18-Oct,74.64,4.312676557
Panasonic Eluga Z1 Pro,Panasonic,Eluga Z1 Pro,4000,6.19,Yes,720,1500,8,4000,64,13,8,Android,Yes,Yes,No,2,Yes,Yes,8490,$200 ,18-Oct,248.8,5.516649361
Panasonic Eluga Z1,Panasonic,Eluga Z1,4000,6.19,Yes,720,1500,8,3000,32,13,8,Android,Yes,Yes,No,2,Yes,Yes,6990,$180 ,18-Oct,223.92,5.411288845
Panasonic Eluga Ray 530,Panasonic,Eluga Ray 530,3000,5.7,Yes,720,1440,4,3000,32,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,8999,$140 ,18-Oct,174.16,5.159974417
Razer Phone 2,Razer,Phone 2,4000,5.72,Yes,1440,2560,8,8000,64,12,8,Android,Yes,Yes,Yes,1,Yes,Yes,54990,$800 ,18-Oct,995.2,6.902943722
iVoomi Z1,iVoomi,Z1,2800,5.67,Yes,720,1498,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4490,$100 ,18-Oct,124.4,4.82350218
Panasonic Eluga X1,Panasonic,Eluga X1,3000,6.18,Yes,1080,2246,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,8899,$300 ,18-Oct,373.2,5.922114469
Vivo Y71i,Vivo,Y71i,3285,6,Yes,720,1440,4,2000,16,8,5,Android,No,Yes,No,1,No,No,7500,$116 ,18-Oct,144.304,4.971922185
Apple iPhone XS Max,Apple,iPhone XS Max,2658,6.5,Yes,1242,2688,6,4000,64,12,7,iOS,Yes,Yes,Yes,2,Yes,Yes,69999,"$1,099 ",18-Sep,1367.156,7.220487949
Apple iPhone XS,Apple,iPhone XS,2658,5.8,Yes,1125,2436,6,4000,64,12,7,iOS,Yes,Yes,Yes,2,Yes,Yes,59999,$999 ,18-Sep,1242.756,7.125086773
Realme 2 Pro,Realme,2 Pro,3500,6.3,Yes,1080,2340,8,4000,64,16,16,Android,Yes,Yes,Yes,2,Yes,Yes,11770,$190 ,18-Sep,236.36,5.465356066
Vivo V9 Pro,Vivo,V9 Pro,3260,6.3,Yes,1080,2280,8,4000,64,13,16,Android,Yes,Yes,Yes,2,Yes,Yes,16490,$275 ,18-Sep,342.1,5.835103092
Samsung Galaxy A7 (2018),Samsung,Galaxy A7 (2018),3300,6,Yes,1080,2220,8,4000,64,24,24,Android,Yes,Yes,Yes,2,No,Yes,16490,$330 ,18-Sep,410.52,6.017424649
Xiaomi Redmi Note 6 Pro,Xiaomi,Redmi Note 6 Pro,4000,6.26,Yes,1080,2280,8,4000,64,12,20,Android,Yes,Yes,Yes,2,Yes,Yes,9580,$200 ,18-Sep,248.8,5.516649361
Vivo V11 Pro,Vivo,V11 Pro,3400,6.41,Yes,1080,2340,8,6000,64,12,25,Android,Yes,Yes,Yes,2,Yes,Yes,14990,$370 ,18-Sep,460.28,6.131835
Honor 8X,Honor,8X,3750,6.5,Yes,1080,2340,8,4000,64,20,16,Android,Yes,Yes,Yes,2,Yes,Yes,9999,$250 ,18-Sep,311,5.739792912
Realme C1,Realme,C1,4230,6.2,Yes,720,1520,8,2000,16,13,5,Android,Yes,Yes,No,1,No,No,7990,$100 ,18-Sep,124.4,4.82350218
Samsung Galaxy J6+,Samsung,Galaxy J6+,3300,6,Yes,720,1480,4,4000,64,13,8,Android,Yes,Yes,Yes,1,No,No,11999,$200 ,18-Sep,248.8,5.516649361
Samsung Galaxy J4+,Samsung,Galaxy J4+,3300,6,Yes,720,1480,4,2000,32,13,5,Android,Yes,Yes,Yes,1,No,No,9499,$170 ,18-Sep,211.48,5.354130431
Innelo 1,iVoomi,Innelo 1,3000,5.86,Yes,720,1520,4,2000,16,13,5,Android,Yes,Yes,Yes,2,Yes,Yes,4499,$105 ,18-Sep,130.62,4.872292344
Intex Staari 11,Intex,Staari 11,2400,5,Yes,720,1280,4,2000,16,8,8,Android,Yes,Yes,Yes,2,Yes,Yes,6999,$80 ,18-Sep,99.52,4.600358629
iVoomi iPro,iVoomi,iPro,2000,4.95,Yes,480,960,4,1000,8,5,5,Android,Yes,Yes,Yes,2,Yes,Yes,2999,$60 ,18-Sep,74.64,4.312676557
Vivo V11,Vivo,V11,3315,6.3,Yes,1080,2340,8,6000,64,16,25,Android,Yes,Yes,Yes,2,Yes,Yes,14229,$330 ,18-Sep,410.52,6.017424649
Motorola One,Motorola,One,3000,5.9,Yes,720,1440,8,4000,64,13,8,Android,Yes,Yes,No,1,No,No,9490,$350 ,18-Sep,435.4,6.076265149
HTC U12 Life,HTC,U12 Life,3600,6,Yes,1080,2160,8,4000,64,16,13,Android,Yes,Yes,Yes,2,No,No,12990,$390 ,18-Sep,485.16,6.184478733
